user_id,age,salary,country_original,education,device,feedback_text,purchase_amount,country_cleaned,device_grouped,education_binary,education_simplified
1236,45,115562,франция,Высшее,Desktop,"Нормально, но интерфейс мог бы быть лучше",9626,Франция,Desktop,1,Higher_or_Incomplete
1237,55,96302,United Kingdom,Высшее,Desktop,Nicht angekommen,8823,Великобритания,Desktop,1,Higher_or_Incomplete
1238,38,57915,ФРГ,Среднее,Desktop,Средне,1236,Германия,Desktop,0,Secondary_or_Special
1239,72,50006,Великобритания,Среднее специальное,Desktop,Хороший ассортимент,0,Великобритания,Desktop,0,Secondary_or_Special
1240,37,52664,United Kingdom,Среднее,Mobile,Ужасное обслуживание,6127,Великобритания,MobileDevice,0,Secondary_or_Special
1241,62,62287,U.S.A.,Высшее,Mobile,More or less ok,6678,США,MobileDevice,1,Higher_or_Incomplete
1242,18,15879,США,Неоконченное высшее,Smart TV,Верните деньги,1078,США,OtherDevice,0,Higher_or_Incomplete
1243,49,76922,Российская Фередация,Высшее,Mobile,Good,5177,Россия,MobileDevice,1,Higher_or_Incomplete
1244,53,106952,Российская Федерация,Неоконченное высшее,Desktop,Обманщики,8764,Россия,Desktop,0,Higher_or_Incomplete
1245,52,68644,Российская Фередация,Высшее,Smartwatch,"Неплохо, но есть нюансы",1701,Россия,OtherDevice,1,Higher_or_Incomplete
1246,67,73207,Britain,Среднее,Tablet,Ужасное обслуживание,1521,Великобритания,MobileDevice,0,Secondary_or_Special
1247,70,33562,китай,Среднее,Desktop,"Дороговато, но качество отличное",5851,Китай,Desktop,0,Secondary_or_Special
1248,75,64518,US,Среднее специальное,Smartwatch,Все пришло в целости,2515,США,OtherDevice,0,Secondary_or_Special
1249,71,36223,Англия,Среднее,Desktop,Ужасное обслуживание,725,Великобритания,Desktop,0,Secondary_or_Special
1250,43,122582,Великобритания,Среднее,Mobile,Лучший магазин в котором покупал,10826,Великобритания,MobileDevice,0,Secondary_or_Special
1251,58,86952,PRC,Высшее,Mobile,Could be better,11230,Китай,MobileDevice,1,Higher_or_Incomplete
1252,54,57117,Франция,Неоконченное высшее,Desktop,Прекрасное качество,1952,Франция,Desktop,0,Higher_or_Incomplete
1253,72,30353,россия,Высшее,Desktop,Bad quality,3734,Россия,Desktop,1,Higher_or_Incomplete
1254,23,48621,Германия,Высшее,Desktop,Сломалось через день,3923,Германия,Desktop,1,Higher_or_Incomplete
1255,24,25071,Росия,Среднее,Desktop,"Отличный сервис, быстро доставили",2157,Россия,Desktop,0,Secondary_or_Special
1256,62,28662,US,Высшее,Desktop,"Неплохо, но есть нюансы",3690,США,Desktop,1,Higher_or_Incomplete
1257,70,69358,United Kingdom,Высшее,Desktop,Почему не применилась скидка?,2098,Великобритания,Desktop,1,Higher_or_Incomplete
1258,44,112984,Россия,Высшее,Mobile,"Неплохо, но есть нюансы",1563,Россия,MobileDevice,1,Higher_or_Incomplete
1259,33,63151,U.S.A.,Среднее,Desktop,Не могу войти в аккаунт,5545,США,Desktop,0,Secondary_or_Special
1260,31,78931,America,Высшее,Desktop,Так себе,0,США,Desktop,1,Higher_or_Incomplete
1261,49,64307,РОССИЯ,Среднее специальное,Mobile,"Неплохо, но есть нюансы",3230,Россия,MobileDevice,0,Secondary_or_Special
1262,67,0,РФ,Высшее,Mobile,Not bad,5293,Россия,MobileDevice,1,Higher_or_Incomplete
1263,45,107727,КНР,Среднее,Mobile,"Great product, recommended",4290,Китай,MobileDevice,0,Secondary_or_Special
1264,52,82827,UK,Высшее,Mobile,"Sehr gut, empfehlenswert",0,Великобритания,MobileDevice,1,Higher_or_Incomplete
1265,45,70202,China,Высшее,Desktop,Класс! Обязательно закажу еще,0,Китай,Desktop,1,Higher_or_Incomplete
1266,26,25743,германия,Среднее,Desktop,Хороший ассортимент,0,Германия,Desktop,0,Secondary_or_Special
1267,67,77243,РФ,Высшее,Mobile,"Perfect, arrived on time",1196,Россия,MobileDevice,1,Higher_or_Incomplete
1268,49,114663,рф,Неоконченное высшее,Mobile,"Доставка быстрая, упаковка целая",0,Россия,MobileDevice,0,Higher_or_Incomplete
1269,54,55117,China,Высшее,Tablet,Супер быстро,2945,Китай,MobileDevice,1,Higher_or_Incomplete
1270,72,22317,Англия,Высшее,Mobile,Could be better,417,Великобритания,MobileDevice,1,Higher_or_Incomplete
1271,50,46903,China,Среднее специальное,Mobile,"Доставка быстрая, упаковка целая",3981,Китай,MobileDevice,0,Secondary_or_Special
1272,47,56044,германия,Неоконченное высшее,Desktop,"Неплохо, но есть нюансы",8588,Германия,Desktop,0,Higher_or_Incomplete
1273,67,32807,Китай,Высшее,Tablet,"Great product, recommended",576,Китай,MobileDevice,1,Higher_or_Incomplete
1274,39,45095,франция,Среднее,Mobile,Alles perfekt!,533,Франция,MobileDevice,0,Secondary_or_Special
1275,63,38338,U.S.A.,Высшее,Tablet,Nicht angekommen,5060,США,MobileDevice,1,Higher_or_Incomplete
1276,70,0,China,Высшее,Smart TV,Could be better,5440,Китай,OtherDevice,1,Higher_or_Incomplete
1277,62,74519,ФРГ,Высшее,Mobile,Excellent service,2610,Германия,MobileDevice,1,Higher_or_Incomplete
1278,28,54462,France,Среднее,Smart TV,Could be better,1831,Франция,OtherDevice,0,Secondary_or_Special
1279,28,44937,Britain,Высшее,Desktop,Класс! Обязательно закажу еще,4363,Великобритания,Desktop,1,Higher_or_Incomplete
1280,50,46416,Германия,Высшее,Mobile,Не пришел заказ,852,Германия,MobileDevice,1,Higher_or_Incomplete
1281,69,72023,РФ,Неоконченное высшее,Smartwatch,Лучший магазин в котором покупал,2815,Россия,OtherDevice,0,Higher_or_Incomplete
1282,55,73924,РФ,Среднее специальное,Mobile,"Доставка быстрая, упаковка целая",0,Россия,MobileDevice,0,Secondary_or_Special
1283,75,75527,Germany,Высшее,Mobile,Ужасное обслуживание,1482,Германия,MobileDevice,1,Higher_or_Incomplete
1284,42,110923,США,Высшее,Mobile,Очень доволен покупкой,6674,США,MobileDevice,1,Higher_or_Incomplete
1285,49,109000,France,Высшее,Mobile,Прекрасное качество,10458,Франция,MobileDevice,1,Higher_or_Incomplete
1286,69,55629,франция,Высшее,Desktop,Средне,1690,Франция,Desktop,1,Higher_or_Incomplete
1287,19,10448,Китай,Высшее,Desktop,Excellent service,1192,Китай,Desktop,1,Higher_or_Incomplete
1288,32,55461,United Kingdom,Высшее,Desktop,Excellent service,3067,Великобритания,Desktop,1,Higher_or_Incomplete
1289,69,45455,США,Высшее,Mobile,Никому не советую,1944,США,MobileDevice,1,Higher_or_Incomplete
1290,40,129403,Китай,Неоконченное высшее,Desktop,Bad quality,1951,Китай,Desktop,0,Higher_or_Incomplete
1291,32,84430,PRC,Высшее,Tablet,Хороший ассортимент,8967,Китай,MobileDevice,1,Higher_or_Incomplete
1292,21,26436,United Kingdom,Неоконченное высшее,Desktop,Хороший ассортимент,2656,Великобритания,Desktop,0,Higher_or_Incomplete
1293,24,47056,США,Среднее,Mobile,"Быстро, но упаковка повреждена",3315,США,MobileDevice,0,Secondary_or_Special
1294,62,78300,Германия,Среднее,Desktop,"Дороговато, но качество отличное",549,Германия,Desktop,0,Secondary_or_Special
1295,62,57541,China,Высшее,Mobile,Прекрасное качество,1326,Китай,MobileDevice,1,Higher_or_Incomplete
1296,39,0,Deutschland,Высшее,Tablet,Disappointed,6001,Германия,MobileDevice,1,Higher_or_Incomplete
1297,18,8690,США,Среднее,Mobile,Не могу войти в аккаунт,0,США,MobileDevice,0,Secondary_or_Special
1298,46,110004,Франция,Неоконченное высшее,Mobile,Лучший магазин в котором покупал,13158,Франция,MobileDevice,0,Higher_or_Incomplete
1299,66,65033,France,Неоконченное высшее,Mobile,Could be better,3564,Франция,MobileDevice,0,Higher_or_Incomplete
1300,74,44606,Россия,Высшее,Smartwatch,Не могу войти в аккаунт,5378,Россия,OtherDevice,1,Higher_or_Incomplete
1301,74,48455,РОССИЯ,Высшее,Mobile,Не пришел заказ,3360,Россия,MobileDevice,1,Higher_or_Incomplete
1302,36,64490,россия,Среднее,Desktop,Хороший ассортимент,0,Россия,Desktop,0,Secondary_or_Special
1303,23,44303,Britain,Среднее,Mobile,Прекрасное качество,1445,Великобритания,MobileDevice,0,Secondary_or_Special
1304,37,71048,Великобритания,Высшее,Desktop,Так себе,6142,Великобритания,Desktop,1,Higher_or_Incomplete
1305,46,115956,германия,Высшее,Desktop,Класс! Обязательно закажу еще,5591,Германия,Desktop,1,Higher_or_Incomplete
1306,66,58648,россия,Неоконченное высшее,Mobile,Обманщики,2606,Россия,MobileDevice,0,Higher_or_Incomplete
1307,48,0,UK,Среднее,Tablet,Schlechte Qualität,0,Великобритания,MobileDevice,0,Secondary_or_Special
1308,66,49428,США,Неоконченное высшее,Mobile,Прекрасное качество,6749,США,MobileDevice,0,Higher_or_Incomplete
1309,27,63997,UK,Высшее,Desktop,More or less ok,444,Великобритания,Desktop,1,Higher_or_Incomplete
1310,68,65902,PRC,Высшее,Mobile,Schlechte Qualität,1839,Китай,MobileDevice,1,Higher_or_Incomplete
1311,54,53237,китай,Неоконченное высшее,Mobile,Средне,888,Китай,MobileDevice,0,Higher_or_Incomplete
1312,43,73855,Англия,Высшее,Tablet,Товар не соответствует описанию,0,Великобритания,MobileDevice,1,Higher_or_Incomplete
1313,48,90203,РОССИЯ,Неоконченное высшее,Mobile,More or less ok,3054,Россия,MobileDevice,0,Higher_or_Incomplete
1314,26,44692,Франция,Высшее,Mobile,"Sehr gut, empfehlenswert",2861,Франция,MobileDevice,1,Higher_or_Incomplete
1315,65,51749,Germany,Среднее,Mobile,Не работает,5139,Германия,MobileDevice,0,Secondary_or_Special
1316,74,0,США,Неоконченное высшее,Mobile,"Very good, will buy again",2530,США,MobileDevice,0,Higher_or_Incomplete
1317,70,50423,UK,Среднее,Mobile,Верните деньги,5960,Великобритания,MobileDevice,0,Secondary_or_Special
1318,53,85843,Germany,Высшее,Mobile,Сломалось через день,16376,Германия,MobileDevice,1,Higher_or_Incomplete
1319,32,89413,Англия,Среднее,Tablet,Супер быстро,6700,Великобритания,MobileDevice,0,Secondary_or_Special
1320,69,20554,китай,Среднее,Desktop,Так себе,961,Китай,Desktop,0,Secondary_or_Special
1321,47,94602,PRC,Среднее,Mobile,Not bad,3528,Китай,MobileDevice,0,Secondary_or_Special
1322,61,27084,Deutschland,Среднее,Tablet,Не пришел заказ,1031,Германия,MobileDevice,0,Secondary_or_Special
1323,27,58901,россия,Среднее,Desktop,Прекрасное качество,3334,Россия,Desktop,0,Secondary_or_Special
1324,43,105891,КНР,Неоконченное высшее,Mobile,Прекрасное качество,8354,Китай,MobileDevice,0,Higher_or_Incomplete
1325,40,121494,America,Неоконченное высшее,Mobile,Good,9827,США,MobileDevice,0,Higher_or_Incomplete
1326,61,78955,Российская Фередация,Высшее,Desktop,"Доставка быстрая, упаковка целая",8544,Россия,Desktop,1,Higher_or_Incomplete
1327,36,75393,France,Неоконченное высшее,Desktop,Супер быстро,3854,Франция,Desktop,0,Higher_or_Incomplete
1328,51,79106,США,Среднее специальное,Mobile,Good,1391,США,MobileDevice,0,Secondary_or_Special
1329,49,98598,Соединенные Штаты,Среднее,Mobile,Excellent service,3385,США,MobileDevice,0,Secondary_or_Special
1330,49,66539,франция,Высшее,Mobile,"Нормально, но интерфейс мог бы быть лучше",0,Франция,MobileDevice,1,Higher_or_Incomplete
1331,30,92884,РОССИЯ,Неоконченное высшее,Desktop,Не могу войти в аккаунт,13819,Россия,Desktop,0,Higher_or_Incomplete
1332,74,42567,россия,Среднее,Mobile,"Perfect, arrived on time",5755,Россия,MobileDevice,0,Secondary_or_Special
1333,56,108697,United Kingdom,Высшее,Tablet,"Всё отлично, спасибо",8856,Великобритания,MobileDevice,1,Higher_or_Incomplete
1334,19,7484,America,Среднее специальное,Mobile,Не работает,177,США,MobileDevice,0,Secondary_or_Special
1335,42,88526,China,Среднее,Mobile,Обманщики,0,Китай,MobileDevice,0,Secondary_or_Special
1336,62,27588,France,Среднее,Mobile,Все пришло в целости,2007,Франция,MobileDevice,0,Secondary_or_Special
1337,60,26617,германия,Среднее,Mobile,Не пришел заказ,3971,Германия,MobileDevice,0,Secondary_or_Special
1338,24,57619,Соединенные Штаты,Неоконченное высшее,Smart TV,Ужасное обслуживание,2894,США,OtherDevice,0,Higher_or_Incomplete
1339,31,90102,Германия,Высшее,Desktop,Disappointed,13691,Германия,Desktop,1,Higher_or_Incomplete
1340,22,31638,United Kingdom,Среднее,Smart TV,"Нормально, но интерфейс мог бы быть лучше",0,Великобритания,OtherDevice,0,Secondary_or_Special
1341,29,27585,Deutschland,Высшее,Mobile,Лучший магазин в котором покупал,0,Германия,MobileDevice,1,Higher_or_Incomplete
1342,59,62349,франция,Высшее,Desktop,Good,0,Франция,Desktop,1,Higher_or_Incomplete
1343,43,114839,франция,Неоконченное высшее,Desktop,Класс! Обязательно закажу еще,0,Франция,Desktop,0,Higher_or_Incomplete
1344,64,23843,USA,Высшее,Desktop,Верните деньги,835,США,Desktop,1,Higher_or_Incomplete
1345,57,43777,United Kingdom,Среднее,Mobile,"Нормально, но интерфейс мог бы быть лучше",0,Великобритания,MobileDevice,0,Secondary_or_Special
1346,59,0,Britain,Неоконченное высшее,Desktop,Прекрасное качество,716,Великобритания,Desktop,0,Higher_or_Incomplete
1347,45,87581,Англия,Высшее,Desktop,"Отличный сервис, быстро доставили",3240,Великобритания,Desktop,1,Higher_or_Incomplete
1348,72,52495,рф,Высшее,Mobile,"Great product, recommended",3773,Россия,MobileDevice,1,Higher_or_Incomplete
1349,70,0,франция,Высшее,Tablet,"Good service, but shipping took too long",675,Франция,MobileDevice,1,Higher_or_Incomplete
1350,24,51439,КНР,Высшее,Mobile,Disappointed,1223,Китай,MobileDevice,1,Higher_or_Incomplete
1351,59,99796,Germany,Неоконченное высшее,Desktop,Сломалось через день,10397,Германия,Desktop,0,Higher_or_Incomplete
1352,41,114314,United Kingdom,Высшее,Mobile,Not bad,1232,Великобритания,MobileDevice,1,Higher_or_Incomplete
1353,75,30758,Англия,Высшее,Desktop,"Very good, will buy again",2069,Великобритания,Desktop,1,Higher_or_Incomplete
1354,63,42146,France,Среднее специальное,Desktop,Excellent service,2774,Франция,Desktop,0,Secondary_or_Special
1355,50,57647,РФ,Среднее,Mobile,Not bad,4714,Россия,MobileDevice,0,Secondary_or_Special
1356,55,62760,USA,Высшее,Desktop,Ужасное обслуживание,4531,США,Desktop,1,Higher_or_Incomplete
1357,35,71074,ФРГ,Неоконченное высшее,Mobile,Не пришел заказ,6988,Германия,MobileDevice,0,Higher_or_Incomplete
1358,73,40572,Китай,Высшее,Desktop,Никому не советую,3894,Китай,Desktop,1,Higher_or_Incomplete
1359,29,58023,Великобритания,Среднее,Desktop,Средне,2533,Великобритания,Desktop,0,Secondary_or_Special
1360,61,69012,китай,Неоконченное высшее,Mobile,Nicht angekommen,0,Китай,MobileDevice,0,Higher_or_Incomplete
1361,27,28477,Соединенные Штаты,Неоконченное высшее,Mobile,Bad quality,0,США,MobileDevice,0,Higher_or_Incomplete
1362,21,44342,China,Высшее,Mobile,Не пришел заказ,2367,Китай,MobileDevice,1,Higher_or_Incomplete
1363,53,90972,Великобритания,Среднее,Mobile,Так себе,7149,Великобритания,MobileDevice,0,Secondary_or_Special
1364,53,0,Германия,Среднее,Desktop,"Very good, will buy again",3602,Германия,Desktop,0,Secondary_or_Special
1365,66,58560,Китай,Неоконченное высшее,Smart TV,Good,2212,Китай,OtherDevice,0,Higher_or_Incomplete
1366,65,53675,россия,Высшее,Mobile,Обманщики,7398,Россия,MobileDevice,1,Higher_or_Incomplete
1367,27,27617,германия,Высшее,Tablet,Bad quality,1021,Германия,MobileDevice,1,Higher_or_Incomplete
1368,22,45831,U.S.A.,Высшее,Desktop,Не работает,1785,США,Desktop,1,Higher_or_Incomplete
1369,60,41750,Германия,Среднее специальное,Desktop,Обманщики,1341,Германия,Desktop,0,Secondary_or_Special
1370,60,42675,Britain,Среднее специальное,Mobile,Никому не советую,1893,Великобритания,MobileDevice,0,Secondary_or_Special
1371,42,88631,Germany,Среднее специальное,Desktop,Сломалось через день,5122,Германия,Desktop,0,Secondary_or_Special
1372,75,62698,China,Среднее специальное,Mobile,Не могу войти в аккаунт,1669,Китай,MobileDevice,0,Secondary_or_Special
1373,73,64918,Российская Фередация,Среднее,Desktop,"Быстро, но упаковка повреждена",1064,Россия,Desktop,0,Secondary_or_Special
1374,19,15047,Великобритания,Высшее,Mobile,Not bad,0,Великобритания,MobileDevice,1,Higher_or_Incomplete
1375,70,34918,Франция,Среднее,Mobile,Alles perfekt!,798,Франция,MobileDevice,0,Secondary_or_Special
1376,66,68886,UK,Высшее,Desktop,Bad quality,6042,Великобритания,Desktop,1,Higher_or_Incomplete
1377,42,106788,рф,Высшее,Mobile,"Доставка быстрая, упаковка целая",6562,Россия,MobileDevice,1,Higher_or_Incomplete
1378,27,44533,Великобритания,Среднее специальное,Mobile,Класс! Обязательно закажу еще,0,Великобритания,MobileDevice,0,Secondary_or_Special
1379,54,91653,Российская Федерация,Высшее,Desktop,Нормальный магазин,5801,Россия,Desktop,1,Higher_or_Incomplete
1380,27,35548,китай,Высшее,Mobile,Лучший магазин в котором покупал,3856,Китай,MobileDevice,1,Higher_or_Incomplete
1381,47,0,UK,Высшее,Mobile,"Неплохо, но есть нюансы",1538,Великобритания,MobileDevice,1,Higher_or_Incomplete
1382,24,43686,Соединенные Штаты,Среднее,Mobile,"Дороговато, но качество отличное",1993,США,MobileDevice,0,Secondary_or_Special
1383,69,40731,USA,Высшее,Desktop,Disappointed,1085,США,Desktop,1,Higher_or_Incomplete
1384,61,68036,Франция,Высшее,Desktop,Nicht angekommen,5086,Франция,Desktop,1,Higher_or_Incomplete
1385,72,74161,Китай,Высшее,Tablet,Nicht angekommen,15799,Китай,MobileDevice,1,Higher_or_Incomplete
1386,19,19067,PRC,Неоконченное высшее,Mobile,Bad quality,3183,Китай,MobileDevice,0,Higher_or_Incomplete
1387,59,59481,U.S.A.,Среднее,Mobile,Не работает,0,США,MobileDevice,0,Secondary_or_Special
1388,41,0,U.S.A.,Среднее,Desktop,Good,2501,США,Desktop,0,Secondary_or_Special
1389,65,67972,Germany,Высшее,Mobile,"Неплохо, но есть нюансы",12227,Германия,MobileDevice,1,Higher_or_Incomplete
1390,68,43674,France,Высшее,Desktop,Не работает,7403,Франция,Desktop,1,Higher_or_Incomplete
1391,34,82921,US,Среднее,Mobile,"Great product, recommended",3522,США,MobileDevice,0,Secondary_or_Special
1392,51,93194,ФРГ,Неоконченное высшее,Tablet,Почему не применилась скидка?,10437,Германия,MobileDevice,0,Higher_or_Incomplete
1393,59,76806,США,Высшее,Desktop,Товар не соответствует описанию,3057,США,Desktop,1,Higher_or_Incomplete
1394,48,117759,Китай,Среднее,Mobile,"Всё отлично, спасибо",2659,Китай,MobileDevice,0,Secondary_or_Special
1395,75,57504,Соединенные Штаты,Среднее специальное,Desktop,Schlechte Qualität,7369,США,Desktop,0,Secondary_or_Special
1396,60,73824,Российская Фередация,Высшее,Smartwatch,"Sehr gut, empfehlenswert",9877,Россия,OtherDevice,1,Higher_or_Incomplete
1397,70,70298,Britain,Высшее,Desktop,Средне,5177,Великобритания,Desktop,1,Higher_or_Incomplete
1398,26,0,КНР,Среднее,Desktop,"Всё отлично, спасибо",497,Китай,Desktop,0,Secondary_or_Special
1399,74,71371,Россия,Среднее,Mobile,Обманщики,0,Россия,MobileDevice,0,Secondary_or_Special
1400,67,64470,PRC,Высшее,Mobile,Нормальный магазин,3727,Китай,MobileDevice,1,Higher_or_Incomplete
1401,40,67807,ФРГ,Неоконченное высшее,Tablet,Средне,4545,Германия,MobileDevice,0,Higher_or_Incomplete
1402,18,23237,UK,Среднее,Mobile,"Быстро, но упаковка повреждена",2672,Великобритания,MobileDevice,0,Secondary_or_Special
1403,41,68970,Britain,Высшее,Tablet,Никому не советую,8604,Великобритания,MobileDevice,1,Higher_or_Incomplete
1404,66,33349,PRC,Высшее,Desktop,Could be better,3825,Китай,Desktop,1,Higher_or_Incomplete
1405,65,29048,UK,Среднее,Mobile,Класс! Обязательно закажу еще,838,Великобритания,MobileDevice,0,Secondary_or_Special
1406,69,56082,UK,Высшее,Smart TV,Лучший магазин в котором покупал,0,Великобритания,OtherDevice,1,Higher_or_Incomplete
1407,56,97065,Германия,Высшее,Desktop,Так себе,7078,Германия,Desktop,1,Higher_or_Incomplete
1408,56,47531,America,Среднее,Mobile,Bad quality,3222,США,MobileDevice,0,Secondary_or_Special
1409,51,70365,UK,Высшее,Desktop,"Perfect, arrived on time",8444,Великобритания,Desktop,1,Higher_or_Incomplete
1410,43,81255,UK,Среднее специальное,Desktop,Schlechte Qualität,4175,Великобритания,Desktop,0,Secondary_or_Special
1411,32,84738,Франция,Среднее,Mobile,Nicht angekommen,5787,Франция,MobileDevice,0,Secondary_or_Special
1412,25,58638,КНР,Высшее,Mobile,Верните деньги,8544,Китай,MobileDevice,1,Higher_or_Incomplete
1413,61,50193,рф,Высшее,Mobile,Прекрасное качество,2715,Россия,MobileDevice,1,Higher_or_Incomplete
1414,40,122699,Великобритания,Высшее,Mobile,Обманщики,4083,Великобритания,MobileDevice,1,Higher_or_Incomplete
1415,48,96139,китай,Высшее,Desktop,"Дороговато, но качество отличное",7261,Китай,Desktop,1,Higher_or_Incomplete
1416,31,60021,U.S.A.,Высшее,Desktop,Прекрасное качество,882,США,Desktop,1,Higher_or_Incomplete
1417,66,76170,рф,Высшее,Mobile,Обычный магазин,6231,Россия,MobileDevice,1,Higher_or_Incomplete
1418,35,71075,Китай,Высшее,Desktop,Не могу войти в аккаунт,2987,Китай,Desktop,1,Higher_or_Incomplete
1419,47,70776,Франция,Среднее,Mobile,Средне,0,Франция,MobileDevice,0,Secondary_or_Special
1420,41,89039,Германия,Высшее,Smart TV,Good,8984,Германия,OtherDevice,1,Higher_or_Incomplete
1421,66,44399,Франция,Среднее,Desktop,Товар не соответствует описанию,1567,Франция,Desktop,0,Secondary_or_Special
1422,53,96651,США,Неоконченное высшее,Desktop,"Всё отлично, спасибо",7690,США,Desktop,0,Higher_or_Incomplete
1423,51,109990,Франция,Высшее,Tablet,"Good service, but shipping took too long",14865,Франция,MobileDevice,1,Higher_or_Incomplete
1424,34,76230,рф,Среднее,Mobile,Не работает,819,Россия,MobileDevice,0,Secondary_or_Special
1425,44,70890,Britain,Высшее,Desktop,Почему не применилась скидка?,2668,Великобритания,Desktop,1,Higher_or_Incomplete
1426,61,53452,Англия,Неоконченное высшее,Mobile,"Быстро, но упаковка повреждена",6480,Великобритания,MobileDevice,0,Higher_or_Incomplete
1427,69,42111,КНР,Высшее,Tablet,Хороший ассортимент,3251,Китай,MobileDevice,1,Higher_or_Incomplete
1428,63,37529,Франция,Неоконченное высшее,Desktop,Schlechte Qualität,1518,Франция,Desktop,0,Higher_or_Incomplete
1429,29,26513,America,Высшее,Desktop,"Sehr gut, empfehlenswert",184,США,Desktop,1,Higher_or_Incomplete
1430,74,51010,россия,Среднее,Smartwatch,Средне,4915,Россия,OtherDevice,0,Secondary_or_Special
1431,37,60031,ФРГ,Среднее,Mobile,"Отличный сервис, быстро доставили",8478,Германия,MobileDevice,0,Secondary_or_Special
1432,73,51205,китай,Среднее,Mobile,Почему не применилась скидка?,3511,Китай,MobileDevice,0,Secondary_or_Special
1433,58,97013,Britain,Высшее,Mobile,Excellent service,0,Великобритания,MobileDevice,1,Higher_or_Incomplete
1434,37,68971,Соединенные Штаты,Высшее,Desktop,Could be better,8784,США,Desktop,1,Higher_or_Incomplete
1435,66,51265,Франция,Среднее,Desktop,Нормальный магазин,2173,Франция,Desktop,0,Secondary_or_Special
1436,33,55700,Англия,Неоконченное высшее,Mobile,"Быстро, но упаковка повреждена",11073,Великобритания,MobileDevice,0,Higher_or_Incomplete
1437,57,75633,Britain,Неоконченное высшее,Mobile,"Всё отлично, спасибо",14339,Великобритания,MobileDevice,0,Higher_or_Incomplete
1438,46,90669,France,Высшее,Mobile,"Всё отлично, спасибо",1302,Франция,MobileDevice,1,Higher_or_Incomplete
1439,63,48732,USA,Высшее,Mobile,Could be better,3172,США,MobileDevice,1,Higher_or_Incomplete
1440,47,59159,USA,Высшее,Mobile,Good,4931,США,MobileDevice,1,Higher_or_Incomplete
1441,71,20826,United Kingdom,Высшее,Smart TV,Не могу войти в аккаунт,809,Великобритания,OtherDevice,1,Higher_or_Incomplete
1442,51,67321,Великобритания,Среднее специальное,Mobile,Все пришло в целости,2703,Великобритания,MobileDevice,0,Secondary_or_Special
1443,48,94166,Российская Фередация,Среднее специальное,Mobile,"Нормально, но интерфейс мог бы быть лучше",2221,Россия,MobileDevice,0,Secondary_or_Special
1444,43,0,рф,Среднее,Mobile,"Всё отлично, спасибо",4394,Россия,MobileDevice,0,Secondary_or_Special
1445,66,0,Германия,Среднее,Desktop,Нормальный магазин,4278,Германия,Desktop,0,Secondary_or_Special
1446,69,78444,USA,Среднее,Mobile,"Нормально, но интерфейс мог бы быть лучше",6839,США,MobileDevice,0,Secondary_or_Special
1447,52,104237,U.S.A.,Высшее,Desktop,Обманщики,2296,США,Desktop,1,Higher_or_Incomplete
1448,46,93754,китай,Среднее,Desktop,"Дороговато, но качество отличное",2135,Китай,Desktop,0,Secondary_or_Special
1449,67,60645,UK,Среднее,Desktop,"Great product, recommended",3317,Великобритания,Desktop,0,Secondary_or_Special
1450,57,77110,Великобритания,Высшее,Desktop,Лучший магазин в котором покупал,1397,Великобритания,Desktop,1,Higher_or_Incomplete
1451,30,52015,РФ,Среднее,Desktop,Not bad,548,Россия,Desktop,0,Secondary_or_Special
1452,41,83930,РФ,Среднее специальное,Mobile,Супер быстро,6352,Россия,MobileDevice,0,Secondary_or_Special
1453,65,78355,Germany,Неоконченное высшее,Mobile,Nicht angekommen,4488,Германия,MobileDevice,0,Higher_or_Incomplete
1454,51,52729,U.S.A.,Высшее,Mobile,Очень доволен покупкой,2595,США,MobileDevice,1,Higher_or_Incomplete
1455,53,94419,Britain,Высшее,Mobile,"Good service, but shipping took too long",2935,Великобритания,MobileDevice,1,Higher_or_Incomplete
1456,50,84238,КНР,Высшее,Mobile,Никому не советую,9505,Китай,MobileDevice,1,Higher_or_Incomplete
1457,45,97395,КНР,Высшее,Desktop,"Неплохо, но есть нюансы",3916,Китай,Desktop,1,Higher_or_Incomplete
1458,18,23799,Российская Федерация,Среднее,Desktop,"Perfect, arrived on time",1112,Россия,Desktop,0,Secondary_or_Special
1459,19,22600,германия,Среднее,Desktop,Класс! Обязательно закажу еще,0,Германия,Desktop,0,Secondary_or_Special
1460,40,75461,германия,Высшее,Mobile,Очень доволен покупкой,2322,Германия,MobileDevice,1,Higher_or_Incomplete
1461,64,41279,US,Неоконченное высшее,Desktop,Очень доволен покупкой,1635,США,Desktop,0,Higher_or_Incomplete
1462,42,65286,Deutschland,Неоконченное высшее,Mobile,Все пришло в целости,1091,Германия,MobileDevice,0,Higher_or_Incomplete
1463,58,0,China,Высшее,Desktop,Не пришел заказ,2343,Китай,Desktop,1,Higher_or_Incomplete
1464,46,121155,Франция,Неоконченное высшее,Mobile,Супер быстро,8997,Франция,MobileDevice,0,Higher_or_Incomplete
1465,34,50575,франция,Высшее,Mobile,Супер быстро,2988,Франция,MobileDevice,1,Higher_or_Incomplete
1466,57,108714,Российская Федерация,Неоконченное высшее,Mobile,Класс! Обязательно закажу еще,3476,Россия,MobileDevice,0,Higher_or_Incomplete
1467,30,66019,UK,Неоконченное высшее,Mobile,Обманщики,2638,Великобритания,MobileDevice,0,Higher_or_Incomplete
1468,46,60882,США,Среднее,Mobile,Класс! Обязательно закажу еще,1275,США,MobileDevice,0,Secondary_or_Special
